SHIPMENT DATE,S/ZIP,Lat,Long,C/ZIP,Lat,Long,PIECES,WEIGHT,EQUIPMENT,BILLED,C/ZIP3,FedEx Zone,Origin Facility,Distance/Miles,$ / Mile
06-17-2020,17601,40.492053,-76.1841,1801,43.611238,-70.63265,1,312,LTL,242.54,18,3,Lancaster,357, $0.68 
05-07-2020,17601,40.407243,-75.91163,1801,43.38551,-70.54707,1,795,LTL,224.04,18,3,Lancaster,344, $0.65 
01-14-2020,17601,40.502511,-75.70315,1801,43.399494,-70.4769,2,776,LTL,232.96,18,3,Lancaster,335, $0.70 
10-26-2020,17601,40.526803,-75.869653,1801,43.755002,-70.8983,2,1492,LTL,255.15,18,3,Lancaster,338, $0.75 
03-23-2020,17601,40.327974,-76.08921,1801,43.682791,-70.77178,2,1651,LTL,382.14,18,3,Lancaster,358, $1.07 
03-11-2020,17601,40.373285,-76.20054,1801,43.733814,-70.70263,2,1667,LTL,273.87,18,3,Lancaster,365, $0.75 
02-21-2020,17601,40.348092,-75.93577,1801,43.692683,-70.15475,2,1753,LTL,292.52,18,3,Lancaster,376, $0.78 
02-26-2020,17601,40.329992,-75.91962,1801,44.172276,-70.87231,2,5830,LTL,595.98,18,3,Lancaster,370, $1.61 
03-11-2021,17601,40.388442,-75.963055,1801,44.408078,-70.470703,4,2906,LTL,330.52,18,3,Lancaster,394, $0.84 
06-11-2021,17601,40.355092,-75.91205,1801,43.276341,-70.597752,4,6382,LTL,631.16,18,3,Lancaster,340, $1.86 
09-03-2020,17601,40.390943,-75.9375,1801,43.959974,-70.60312,7,2506,LTL,311.42,18,3,Lancaster,368, $0.85 
04-15-2020,17601,40.327741,-75.87002,1801,43.658378,-70.868871,7,13410,LTL,1163.94,18,3,Lancaster,345, $3.38 
10-20-2020,17601,40.302492,-75.95565,1801,44.408078,-70.470703,8,21620,FTL,1925,18,3,Lancaster,398, $4.83 
01-02-2020,17601,40.312842,-76.02422,1821,43.426792,-70.75245,2,1921,LTL,276.87,18,3,Lancaster,346, $0.80 
06-24-2021,17601,40.324694,-75.9921,1821,43.583224,-70.35268,11,28955,Van,2100,18,3,Lancaster,367, $5.72 
06-24-2021,17601,40.335023,-75.97099,1821,43.796053,-70.552183,11,28955,Van,2100,18,3,Lancaster,367, $5.73 
08-06-2020,17601,40.327792,-75.94215,1824,43.797398,-69.95217,5,10002,LTL,866.84,18,3,Lancaster,390, $2.23 
07-23-2021,17601,40.4389,-75.885303,1824,44.566156,-70.661557,6,13660,LTL,1369.24,18,3,Lancaster,390, $3.51 
11-02-2020,17601,40.407173,-75.984901,1844,43.801773,-70.17932,17,23964,FTL,2075,18,3,Lancaster,379, $5.48 
05-29-2020,17601,40.394884,-75.86638,1862,43.665177,-70.19475,1,1325,LTL,348.78,18,3,Lancaster,368, $0.95 
09-15-2020,17601,40.378451,-75.917477,1864,44.408078,-70.470703,5,729,LTL,316.12,18,3,Lancaster,393, $0.80 
01-21-2021,17601,39.570322,-75.590662,1879,44.197009,-70.239485,1,280,LTL,204.9,18,3,Lancaster,422, $0.49 
01-05-2021,17601,39.598203,-75.69945,1879,44.197009,-70.239485,4,3818,LTL,591.29,18,3,Lancaster,424, $1.40 
01-30-2020,17601,39.626297,-75.71386,1880,44.372129,-70.8175,3,2168,LTL,289.76,18,3,Lancaster,413, $0.70 
07-02-2021,17601,39.800945,-75.46455,1887,43.972505,-70.12291,1,222,LTL,238.56,18,3,Lancaster,398, $0.60 
05-13-2020,17601,39.573744,-75.59204,1887,44.023873,-70.285748,1,315,LTL,224.04,18,3,Lancaster,411, $0.54 
02-05-2020,17601,39.784014,-75.68586,1887,44.555583,-70.41383,3,3513,LTL,394.39,18,3,Lancaster,426, $0.93 
10-30-2020,17601,39.577567,-75.690069,1887,44.602705,-70.22651,3,5942,LTL,536.88,18,3,Lancaster,446, $1.20 
07-12-2021,17601,39.479602,-75.6932,1887,44.614134,-70.69882,4,3462,LTL,383.77,18,3,Lancaster,437, $0.88 
12-01-2020,17601,39.788562,-75.58881,1887,44.579135,-70.326337,7,9774,LTL,617.75,18,3,Lancaster,427, $1.45 
07-09-2020,17601,39.700561,-75.7431,1887,44.400997,-70.13383,20,40657,FTL,1800,18,3,Lancaster,434, $4.15 
02-16-2021,17601,39.564499,-75.597047,1887,44.062672,-70.327049,21,17966,FTL,2250,18,3,Lancaster,412, $5.46 
04-16-2020,17601,39.669211,-75.71796,1890,44.49281,-70.7356,1,270,LTL,278.61,18,3,Lancaster,420, $0.66 
02-28-2020,17601,39.564499,-75.597047,1890,44.197418,-70.36975,1,492,LTL,391.54,18,3,Lancaster,418, $0.94 
11-18-2020,17601,39.564499,-75.597047,1890,44.516475,-70.21933,2,1731,LTL,272.79,18,3,Lancaster,439, $0.62 
08-19-2020,17601,39.564499,-75.597047,1890,44.094773,-70.19141,2,3588,LTL,393.85,18,3,Lancaster,419, $0.94 
08-18-2020,17601,39.564499,-75.597047,1906,44.10472,-70.39197,1,1540,LTL,424.69,19,3,Lancaster,412, $1.03 
02-22-2021,17601,39.564499,-75.597047,1923,44.357987,-70.255783,1,498,LTL,226.2,19,3,Lancaster,430, $0.53 
05-28-2020,17601,39.669219,-75.59003,1930,44.114612,-70.50506,1,1171,LTL,278.05,19,3,Lancaster,403, $0.69 
02-15-2021,17601,39.564499,-75.597047,1945,44.119007,-70.07568,1,1038,LTL,324.66,19,3,Lancaster,424, $0.77 
11-24-2020,17601,39.564499,-75.597047,1949,44.197009,-70.239485,1,130,LTL,224.31,19,3,Lancaster,422, $0.53 
09-15-2020,17601,39.564499,-75.597047,1960,44.197009,-70.239485,1,645,LTL,224.13,19,3,Lancaster,422, $0.53 
07-02-2020,17601,39.456484,-75.65976,1960,44.325285,-70.52451,1,1415,LTL,412.26,19,3,Lancaster,428, $0.96 
10-21-2020,17601,39.518164,-75.57656,1970,44.09156,-69.804077,3,3275,LTL,411.97,19,3,Lancaster,434, $0.95 
06-23-2020,17601,39.794496,-75.57433,1970,44.344406,-69.76345,16,32084,FTL,1325,19,3,Lancaster,433, $3.06 
05-12-2021,17601,39.555794,-75.65058,1985,44.07685,-69.75012,3,2263,LTL,472.46,19,3,Lancaster,436, $1.08 
06-15-2020,17601,39.386601,-75.66801,2021,44.286802,-69.79788,1,202,LTL,224.04,20,3,Lancaster,454, $0.49 
01-03-2020,17601,39.794396,-75.597598,2021,44.212785,-69.4971,1,375,LTL,242.47,20,3,Lancaster,437, $0.55 
06-24-2021,17601,39.790911,-75.64934,2021,44.42977,-70.06456,1,1380,LTL,289.9,20,3,Lancaster,430, $0.67 
01-03-2020,17601,40.276386,-75.462796,2021,44.174052,-69.93363,1,1898,LTL,301.92,20,3,Lancaster,390, $0.77 
04-19-2021,17601,39.567092,-75.601491,2021,44.306955,-69.87518,2,660,LTL,230.28,20,3,Lancaster,440, $0.52 
08-31-2020,17601,39.738563,-75.54833,2021,44.46599,-69.96073,2,3105,LTL,411.09,20,3,Lancaster,434, $0.95 
03-19-2020,17601,39.756213,-75.53312,2021,44.209878,-69.60427,2,3638,LTL,415.03,20,3,Lancaster,433, $0.96 
11-12-2020,17601,39.793962,-75.53401,2026,44.117232,-69.82947,1,482,LTL,242.43,20,3,Lancaster,418, $0.58 
11-06-2020,17601,39.721062,-75.60806,2026,44.428911,-69.52679,3,4237,LTL,581.77,20,3,Lancaster,450, $1.29 
08-05-2020,17601,39.745377,-75.58251,2035,45.221933,-69.49039,2,550,LTL,224.13,20,3,Lancaster,489, $0.46 
07-01-2021,17601,39.758563,-75.56413,2038,45.088295,-68.90997,1,256,LTL,254.06,20,3,Lancaster,500, $0.51 
06-24-2021,17601,39.787512,-75.60256,2038,44.911733,-68.621,2,2550,LTL,323.07,20,3,Lancaster,502, $0.64 
05-21-2021,17601,39.734279,-75.6631,2038,44.78696,-68.7547,3,3270,LTL,380.1,20,3,Lancaster,496, $0.77 
11-20-2020,17601,39.771663,-75.49656,2043,44.609813,-68.78303,7,966,LTL,242.75,20,3,Lancaster,479, $0.51 
06-23-2021,17601,39.817645,-75.50242,2050,45.060941,-69.03527,1,586,LTL,253.92,20,3,Lancaster,490, $0.52 
06-18-2020,17601,39.713625,-75.596283,2050,45.01895,-68.48987,1,628,LTL,242.54,20,3,Lancaster,515, $0.47 
06-03-2021,17601,40.318615,-75.755807,2050,45.679453,-67.86208,1,1120,LTL,249.08,20,3,Lancaster,544, $0.46 
01-06-2020,17601,39.564499,-75.597047,2050,45.195052,-69.18861,5,2016,LTL,303.37,20,3,Lancaster,508, $0.60 
07-06-2020,17601,40.088156,-75.480887,2062,45.245781,-69.37191,1,2250,LTL,354.33,20,3,Lancaster,472, $0.75 
07-20-2021,17601,39.564499,-75.597047,2062,44.735745,-68.92518,2,1262,LTL,301.33,20,3,Lancaster,494, $0.61 
04-02-2020,17601,39.564499,-75.597047,2081,44.876282,-68.98712,1,1735,LTL,281.08,20,3,Lancaster,499, $0.56 
03-16-2020,17601,39.564499,-75.597047,2114,45.704599,-69.80879,2,549,LTL,280.41,21,3,Lancaster,516, $0.54 
07-09-2020,17601,39.564499,-75.597047,2115,45.792364,-69.30463,1,892,LTL,299.22,21,3,Lancaster,536, $0.56 
02-03-2021,17601,39.564499,-75.597047,2115,45.792364,-69.30463,1,2492,LTL,420.18,21,3,Lancaster,536, $0.78 
10-12-2020,17601,39.564499,-75.597047,2115,45.386188,-68.08163,1,2814,LTL,351.47,21,3,Lancaster,555, $0.63 
09-14-2020,17601,39.564499,-75.597047,2115,44.891869,-69.1108,1,3138,LTL,485.45,21,3,Lancaster,495, $0.98 
10-22-2020,17601,39.564499,-75.597047,2118,45.002969,-67.495548,1,378,LTL,461.43,21,3,Lancaster,559, $0.83 
09-04-2020,17601,39.564499,-75.597047,2118,45.247401,-68.51819,3,5889,LTL,667.12,21,3,Lancaster,533, $1.25 
01-11-2021,17601,39.564499,-75.597047,2127,43.885681,-69.4795,6,1973,LTL,367.7,21,3,Lancaster,434, $0.85 
04-22-2021,17601,39.564499,-75.597047,2129,43.767018,-69.749812,1,678,LTL,339.95,21,3,Lancaster,419, $0.81 
10-06-2020,17601,39.564499,-75.597047,2130,43.810548,-69.74325,4,8566,LTL,823.99,21,3,Lancaster,421, $1.96 
04-21-2021,17601,39.564499,-75.597047,2139,43.793136,-69.81778,2,2612,LTL,451.61,21,3,Lancaster,417, $1.08 
12-16-2020,17601,39.564499,-75.597047,2139,43.993356,-69.26819,3,350,LTL,393.38,21,3,Lancaster,447, $0.88 
02-10-2021,17601,39.564499,-75.597047,2143,44.021333,-69.523263,1,200,LTL,225.84,21,3,Lancaster,439, $0.51 
02-03-2021,17601,39.734792,-75.624617,2143,43.88261,-69.680144,1,202,LTL,225.57,21,3,Lancaster,419, $0.54 
06-25-2021,17601,39.16426,-75.51163,2143,44.10637,-69.37177,2,297,LTL,258.24,21,3,Lancaster,466, $0.55 
04-07-2020,17601,39.131958,-75.46953,2143,43.949672,-69.55133,2,1388,LTL,256.86,21,3,Lancaster,452, $0.57 
11-05-2020,17601,39.10868,-75.448023,2143,44.274007,-69.38896,3,488,LTL,353.74,21,3,Lancaster,474, $0.75 
09-29-2020,17601,39.161639,-75.5587,2143,43.854534,-69.660795,3,674,LTL,242.54,21,3,Lancaster,445, $0.54 
03-20-2020,17601,39.10868,-75.448023,2143,43.823008,-69.66661,3,832,LTL,225.58,21,3,Lancaster,442, $0.51 
01-14-2021,17601,40.084337,-75.680797,2143,43.974367,-69.68366,4,512,LTL,225.3,21,3,Lancaster,408, $0.55 
02-19-2021,17601,38.536354,-75.06062,2143,43.949901,-69.78298,4,645,LTL,245.09,21,3,Lancaster,464, $0.53 
01-13-2021,17601,38.570238,-75.6147,2143,44.396951,-68.081184,5,348,LTL,244.02,21,3,Lancaster,560, $0.44 
06-04-2021,17601,38.73635,-75.60807,2143,44.614885,-68.43626,5,602,LTL,230.93,21,3,Lancaster,549, $0.42 
10-21-2020,17601,39.094699,-75.58871,2143,44.556073,-67.70122,16,3970,LTL,457.19,21,3,Lancaster,554, $0.83 
11-17-2020,17601,39.218448,-75.584848,2148,44.413056,-68.58156,6,9725,LTL,2417.68,21,3,Lancaster,508, $4.76 
10-14-2020,17601,39.265066,-75.6807,2301,46.936616,-67.86471,1,315,LTL,322.43,23,3,Lancaster,660, $0.49 
09-24-2020,17601,38.557501,-75.21465,2301,46.892918,-67.9643,2,3920,LTL,590.73,23,3,Lancaster,683, $0.87 
05-18-2020,17601,38.469655,-75.5669,2333,46.778192,-68.4992,4,4407,LTL,604.36,23,3,Lancaster,677, $0.89 
04-07-2021,17601,38.80136,-75.42595,2347,47.163149,-68.58915,2,3054,LTL,378.86,23,3,Lancaster,673, $0.56 
07-16-2020,17601,38.868387,-75.57907,2347,45.519867,-68.647416,4,5440,LTL,515.78,23,3,Lancaster,580, $0.89 
08-14-2020,17601,39.011387,-75.58978,2347,47.049301,-68.20823,4,5575,LTL,528.11,23,3,Lancaster,668, $0.79 
02-26-2021,17601,38.459314,-75.05356,2347,47.14685,-67.94718,4,5769,LTL,559.72,23,3,Lancaster,699, $0.80 
01-10-2020,17601,38.511469,-75.18364,2359,44.305981,-68.90883,1,442,LTL,233.05,23,3,Lancaster,515, $0.45 
06-25-2020,17601,39.037803,-75.46634,2359,44.325944,-69.03065,1,1985,LTL,464.04,23,3,Lancaster,493, $0.94 
02-26-2020,17601,38.676552,-75.39269,2368,44.024605,-69.12781,1,43,LTL,241.54,23,3,Lancaster,492, $0.49 
01-29-2021,17601,38.818541,-75.60966,2368,43.999827,-69.15608,4,1017,LTL,225.48,23,3,Lancaster,490, $0.46 
10-05-2020,17601,38.682345,-75.23286,2370,44.240765,-69.27048,5,6470,LTL,704.37,23,3,Lancaster,492, $1.43 
03-31-2021,17601,38.916908,-75.61343,2370,44.061051,-68.83819,10,3014,LTL,341.48,23,3,Lancaster,499, $0.68 
01-06-2020,17601,39.150822,-75.70428,2461,44.603329,-69.63627,7,20678,FTL,2125,24,3,Lancaster,489, $4.35 
11-19-2020,17601,38.909621,-75.51264,2474,44.371109,-69.32744,4,4552,LTL,477.67,24,3,Lancaster,494, $0.97 
11-24-2020,17601,39.227313,-75.66549,2478,44.904101,-70.10453,1,892,LTL,354.03,24,3,Lancaster,485, $0.73 
05-20-2020,17601,38.549721,-75.55304,2481,44.700173,-69.82554,1,1824,LTL,446.7,24,3,Lancaster,517, $0.86 
08-31-2020,17601,38.746207,-75.16282,2481,44.926344,-69.93521,2,1482,LTL,426.22,24,3,Lancaster,504, $0.84 
10-26-2020,17601,38.855872,-75.39889,2494,44.845899,-69.36775,1,220,LTL,242.43,24,3,Lancaster,517, $0.47 
02-02-2021,17601,39.166323,-75.448289,2494,44.840352,-70.37235,1,385,LTL,244.34,24,3,Lancaster,471, $0.52 
07-21-2020,17601,39.06517,-75.49858,2494,44.774328,-69.40616,1,470,LTL,322.75,24,3,Lancaster,503, $0.64 
09-16-2020,17601,38.922806,-75.41449,2494,44.767975,-69.21191,1,608,LTL,322.64,24,3,Lancaster,514, $0.63 
06-30-2021,17601,39.098772,-75.73943,2494,44.966701,-70.6576,2,338,LTL,258.39,24,3,Lancaster,482, $0.54 
01-19-2021,17601,38.601355,-75.2411,2494,44.927382,-69.38752,2,396,LTL,317.3,24,3,Lancaster,531, $0.60 
06-08-2021,17601,38.54597,-75.11175,2494,44.478694,-69.149559,2,470,LTL,340.69,24,3,Lancaster,513, $0.66 
11-11-2020,17601,38.772648,-75.28665,2494,44.369557,-69.1882,3,538,LTL,315.95,24,3,Lancaster,499, $0.63 
10-26-2020,17601,38.725562,-75.353387,2494,44.500622,-68.92829,4,700,LTL,390.95,24,3,Lancaster,519, $0.75 
07-08-2021,17601,38.55044,-75.09928,2494,44.624515,-69.586852,4,726,LTL,368.69,24,3,Lancaster,507, $0.73 
03-06-2020,17601,38.711512,-75.09677,2494,44.782568,-69.69212,4,784,LTL,321.44,24,3,Lancaster,503, $0.64 
04-21-2020,17601,38.643248,-75.61102,2703,43.139961,-72.50844,1,364,LTL,224.4,27,3,Lancaster,350, $0.64 
02-27-2020,17601,38.463751,-75.15642,2703,43.158484,-72.84497,1,456,LTL,232.1,27,3,Lancaster,346, $0.67 
03-02-2021,17601,39.29799,-75.59391,2703,43.300126,-72.47767,1,471,LTL,227.1,27,3,Lancaster,320, $0.71 
11-06-2020,17601,39.0461,-75.57185,2703,43.093695,-72.45054,1,484,LTL,223.95,27,3,Lancaster,323, $0.69 
07-12-2021,17601,39.07027,-75.57057,2703,43.093972,-72.456492,1,576,LTL,254.31,27,3,Lancaster,322, $0.79 
02-26-2021,17601,38.542771,-75.05666,2703,43.303613,-72.79134,1,610,LTL,226.65,27,3,Lancaster,350, $0.65 
06-12-2020,17601,38.907711,-77.01732,2703,42.882231,-73.17873,1,625,LTL,224.04,27,3,Lancaster,340, $0.66 
07-14-2021,17601,38.901811,-76.99097,2703,42.886696,-73.012715,1,663,LTL,274.19,27,3,Lancaster,345, $0.80 
01-17-2020,17601,38.881762,-76.99447,2703,44.352579,-72.031815,1,726,LTL,232.96,27,3,Lancaster,457, $0.51 
07-23-2021,17601,38.895268,-77.0276,2703,43.761499,-73.187699,1,798,LTL,314.2,27,3,Lancaster,391, $0.80 
12-11-2020,17601,38.904461,-77.03088,2703,43.106492,-73.17405,1,976,LTL,224.58,27,3,Lancaster,353, $0.64 
11-02-2020,17601,38.897567,-77.04195,2703,43.266886,-73.11308,1,1120,LTL,223.95,27,3,Lancaster,365, $0.61 
03-27-2020,17601,38.913961,-77.07179,2703,43.065891,-73.07824,1,1244,LTL,232.4,27,3,Lancaster,354, $0.66 
04-16-2021,17601,38.934866,-77.06039,2703,43.243449,-73.00758,2,1718,LTL,490,27,3,Lancaster,365, $1.34 
01-27-2021,17601,38.919211,-77.03777,2703,43.162074,-73.07155,5,745,LTL,225.48,27,3,Lancaster,359, $0.63 
08-21-2020,17601,38.933311,-77.02929,2703,43.172699,-73.05261,6,1287,LTL,262.16,27,3,Lancaster,359, $0.73 
09-18-2020,17601,38.95211,-77.02097,2703,42.936801,-73.24838,6,1704,LTL,286.7,27,3,Lancaster,338, $0.85 
05-25-2021,17601,38.97808,-77.02858,2703,42.797636,-73.25716,8,2680,LTL,305.34,27,3,Lancaster,329, $0.93 
02-20-2020,17601,38.893311,-77.014647,2703,42.776384,-73.21395,13,3776,LTL,449.76,27,3,Lancaster,334, $1.35 
08-03-2020,17601,38.96516,-77.06737,2703,42.977018,-73.16602,14,3065,LTL,350.09,27,3,Lancaster,344, $1.02 
01-27-2021,17601,38.94081,-77.08723,2703,44.6877,-72.011815,17,8030,LTL,723.68,27,3,Lancaster,475, $1.52 
05-27-2021,17601,38.937478,-76.99125,2720,43.103191,-72.7925,5,5669,LTL,628.29,27,3,Lancaster,361, $1.74 
11-25-2020,17601,38.928761,-76.97523,2760,44.442117,-73.082525,2,3620,LTL,392.23,27,3,Lancaster,431, $0.91 
10-02-2020,17601,38.891445,-76.93811,2762,44.442117,-73.082525,1,990,LTL,316.04,27,3,Lancaster,432, $0.73 
04-27-2021,17601,38.863079,-76.97138,2828,44.831101,-73.27354,3,260,LTL,248.73,28,3,Lancaster,454, $0.55 
07-22-2021,17601,38.880112,-77.02362,2830,44.807555,-73.09077,4,928,LTL,332.98,28,3,Lancaster,457, $0.73 
10-02-2020,17601,38.893311,-77.014647,2842,44.708468,-72.7585,4,732,LTL,242.54,28,3,Lancaster,458, $0.53 
06-30-2020,17601,38.893311,-77.014647,2863,44.259518,-72.585018,1,1588,LTL,258.23,28,3,Lancaster,436, $0.59 
07-29-2021,17601,38.893311,-77.014647,2879,44.140716,-72.47675,12,19566,Van,1900,28,3,Lancaster,432, $4.40 
05-28-2021,17601,38.836145,-77.00058,2885,44.549391,-72.60332,12,2394,LTL,281.87,28,3,Lancaster,455, $0.62 
01-03-2020,17601,38.893311,-77.014647,2886,44.141056,-72.66443,1,970,LTL,427.47,28,3,Lancaster,427, $1.00 
05-28-2021,17601,38.893311,-77.014647,2886,44.171238,-72.64976,1,1295,LTL,260.55,28,3,Lancaster,429, $0.61 
04-02-2020,17601,38.906778,-77.04148,2886,44.67307,-72.597057,1,1490,LTL,262.56,28,3,Lancaster,459, $0.57 
08-05-2020,17601,38.900394,-77.05126,2886,44.33865,-72.44382,3,786,LTL,242.64,28,3,Lancaster,445, $0.55 
01-27-2021,17601,38.893311,-77.014647,2886,44.295577,-72.42365,4,584,LTL,225.48,28,3,Lancaster,442, $0.51 
01-08-2021,17601,38.893311,-77.014647,2886,44.062311,-72.74364,5,1510,LTL,267.11,28,3,Lancaster,420, $0.64 
02-20-2020,17601,38.893311,-77.014647,2886,44.175744,-72.50247,5,1570,LTL,259.37,28,3,Lancaster,433, $0.60 
04-17-2020,17601,38.893311,-77.014647,2886,44.259518,-72.585018,6,2333,LTL,262.65,28,3,Lancaster,436, $0.60 
12-16-2020,17601,38.893311,-77.014647,2886,44.475387,-72.70225,6,2586,LTL,330.3,28,3,Lancaster,445, $0.74 
03-05-2020,17601,38.893311,-77.014647,2886,44.184704,-72.8367,7,1720,LTL,268.5,28,3,Lancaster,425, $0.63 
08-25-2020,17601,38.893311,-77.014647,2886,44.106922,-72.85816,7,2092,LTL,276.2,28,3,Lancaster,419, $0.66 
07-21-2021,17601,38.896599,-77.0319,2886,44.083457,-72.422,7,2746,LTL,436.07,28,3,Lancaster,430, $1.01 
06-22-2021,17601,38.893311,-77.014647,2886,44.348486,-72.77081,13,3600,LTL,454.2,28,3,Lancaster,436, $1.04 
09-08-2020,17601,38.893311,-77.014647,2886,44.375144,-72.71362,13,4396,LTL,399.71,28,3,Lancaster,439, $0.91 
02-14-2020,17601,38.895911,-77.020998,2914,43.785433,-72.71366,3,3294,LTL,472,29,3,Lancaster,405, $1.17 
06-25-2020,17601,38.893311,-77.014647,2921,43.452914,-72.79647,1,202,LTL,224.13,29,3,Lancaster,384, $0.58 
07-27-2021,17601,38.893311,-77.014647,2921,43.553904,-72.96168,1,372,LTL,238.81,29,3,Lancaster,385, $0.62 
01-23-2020,17601,38.90014,-77.047899,2921,43.801501,-73.2869,2,787,LTL,232.86,29,3,Lancaster,391, $0.60 
09-30-2020,17601,38.893311,-77.014647,2921,43.357161,-73.13467,13,3517,LTL,376.02,29,3,Lancaster,369, $1.02 
07-22-2021,17601,38.901633,-77.020959,3042,43.235771,-73.2489,1,287,LTL,252.7,30,3,Lancaster,358, $0.71 
09-11-2020,17601,38.893311,-77.014647,3053,44.647068,-72.3887,19,30588,FTL,1950,30,3,Lancaster,463, $4.21 
06-18-2021,17601,38.893311,-77.014647,3062,44.643171,-71.86394,1,356,LTL,259.73,30,3,Lancaster,478, $0.54 
03-11-2021,17601,38.893311,-77.014647,3062,44.468494,-71.930077,12,21642,FTL,3250,30,3,Lancaster,466, $6.98 
09-14-2020,17601,38.893311,-77.014647,3076,44.803005,-71.84683,1,1142,LTL,322.75,30,3,Lancaster,487, $0.66 
03-24-2020,17601,38.918011,-77.020398,3079,44.497557,-71.950519,5,9264,LTL,900.31,30,3,Lancaster,466, $1.93 
01-23-2020,17601,38.893311,-77.014647,3087,44.936237,-72.19921,2,1585,LTL,443.36,30,3,Lancaster,485, $0.91 
04-26-2021,17601,38.900009,-77.036948,3103,44.46239,-72.135804,1,383,LTL,243.17,31,3,Lancaster,460, $0.53 
06-14-2021,17601,38.905317,-77.046645,3106,44.653046,-72.04372,1,675,LTL,350.8,31,3,Lancaster,473, $0.74 
01-05-2021,17601,38.933161,-76.996348,3109,44.411321,-72.2123,1,643,LTL,243.81,31,3,Lancaster,452, $0.54 
02-26-2020,17601,38.883412,-77.028198,3109,44.876447,-72.42902,1,762,LTL,241.54,31,3,Lancaster,477, $0.51 
02-26-2020,17601,38.893311,-77.014647,3109,44.722453,-72.25602,1,1002,LTL,241.54,31,3,Lancaster,471, $0.51 
02-10-2020,17601,38.893311,-77.014647,3109,44.91454,-72.112619,2,1746,LTL,282.48,31,3,Lancaster,486, $0.58 
12-16-2020,17601,38.893311,-77.014647,3109,44.680771,-71.719436,3,4408,LTL,472.44,31,3,Lancaster,484, $0.98 
03-27-2020,17601,38.893311,-77.014647,3109,45.008398,-71.50628,9,2000,LTL,280.42,31,3,Lancaster,508, $0.55 
02-23-2021,17601,38.893311,-77.014647,3110,44.413715,-71.70906,3,552,LTL,205.91,31,3,Lancaster,469, $0.44 
06-23-2020,17601,38.893311,-77.014647,3110,44.682269,-71.66238,11,4558,LTL,655.22,31,3,Lancaster,486, $1.35 
05-05-2021,17601,38.897011,-77.025098,3257,41.659099,-72.80129,6,4765,LTL,601.82,32,3,Lancaster,293, $2.05 
04-21-2020,17601,38.893311,-77.014647,3264,41.926696,-72.96783,2,716,LTL,322.96,32,3,Lancaster,299, $1.08 
03-05-2020,17601,38.893311,-77.014647,3287,41.948597,-72.628802,1,788,LTL,321.44,32,3,Lancaster,313, $1.03 
01-14-2020,17601,38.893311,-77.014647,3304,41.861297,-72.86055,2,1483,LTL,436.59,33,3,Lancaster,300, $1.46 
10-20-2020,17601,38.893311,-77.014647,3784,41.725694,-71.909019,1,376,LTL,242.43,37,3,Lancaster,333, $0.73 
09-04-2020,17601,38.893311,-77.014647,5088,40.867331,-74.578269,2,2099,LTL,372.38,50,3,Lancaster,188, $1.98 
05-27-2021,17601,38.893311,-77.014647,5143,40.713675,-74.72465,4,700,LTL,399.49,51,3,Lancaster,175, $2.28 
04-21-2020,17601,38.893311,-77.014647,5151,39.932279,-75.02266,2,4714,LTL,628.48,51,3,Lancaster,128, $4.90 
10-05-2020,17601,38.893311,-77.014647,5301,39.891113,-75.11836,1,692,LTL,316.04,53,3,Lancaster,122, $2.58 
04-27-2021,17601,38.893311,-77.014647,5403,39.867158,-75.1802,1,448,LTL,328.74,54,3,Lancaster,119, $2.77 
05-11-2020,17601,38.893311,-77.014647,5403,39.961921,-74.63687,5,7411,LTL,761.81,54,3,Lancaster,147, $5.19 
08-14-2020,17601,38.893311,-77.014647,5403,40.00278,-75.02626,8,13387,LTL,1264.2,54,3,Lancaster,131, $9.66 
01-24-2020,17601,38.893311,-77.014647,5460,39.656976,-74.86043,1,474,LTL,242.36,54,3,Lancaster,127, $1.91 
06-29-2021,17601,38.893311,-77.014647,5482,39.081754,-74.83658,1,526,LTL,252.41,54,3,Lancaster,118, $2.14 
06-01-2020,17601,38.893311,-77.014647,5482,38.936896,-74.96526,1,902,LTL,226.15,54,3,Lancaster,110, $2.05 
03-20-2020,17601,39.002125,-77.442066,5482,39.509208,-74.608557,2,1288,LTL,267.36,54,3,Lancaster,156, $1.72 
02-05-2021,17601,39.085309,-77.645224,5495,39.588665,-74.466214,5,982,LTL,227.52,54,3,Lancaster,173, $1.31 
02-25-2021,17601,38.996242,-77.449952,5495,39.20877,-74.70438,35,12670,LTL,1140.31,54,3,Lancaster,148, $7.71 
05-20-2021,17601,39.085309,-77.645224,6010,39.974584,-74.15141,1,244,LTL,230.84,60,3,Lancaster,196, $1.18 
02-08-2021,17601,38.964054,-77.60878,6010,40.000759,-74.24928,2,2654,LTL,285.59,60,3,Lancaster,193, $1.48 
02-17-2020,17601,38.683116,-77.99031,6032,40.430006,-74.417344,8,15690,LTL,1299.57,60,3,Lancaster,225, $5.77 
05-22-2020,17601,38.968321,-77.533263,6037,40.423055,-74.55352,3,475,LTL,223.94,60,3,Lancaster,188, $1.19 
06-30-2020,17601,38.744685,-77.487162,6037,40.509998,-75.03239,19,7127,LTL,823.33,60,3,Lancaster,179, $4.61 
07-07-2021,17601,38.790202,-77.51294,6068,40.397507,-74.3298,1,35,LTL,274.81,60,3,Lancaster,203, $1.36 
04-12-2021,17601,38.752269,-77.47694,6068,40.681694,-74.73624,2,1034,LTL,398.73,60,3,Lancaster,197, $2.02 
